offer_id,current_gmc_title,shopify_product_title_source,shopify_product_title,proposed_gmc_title,reason,recommended_target,confidence,link
5706324928133224313,39,shopify_public_product_js,Tênis New Balance 204L x Atmos Cow Girl Brown Marrom,Tênis New Balance 204L x Atmos Cow Girl Brown Marrom - Tamanho 39,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-new-balance-204l-x-atmos-cow-girl-brown-marrom
6036386056472256840,37,shopify_public_product_js,Tênis Nike Shox TL Black Cave Stone Preto,Tênis Nike Shox TL Black Cave Stone Preto - Tamanho 37,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-shox-tl-black-cave-stone-preto
3048242206072553507,42,shopify_public_product_js,Tênis ASICS Gel-1130 White Black Silver Prata,Tênis ASICS Gel-1130 White Black Silver Prata - Tamanho 42,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-asics-gel-1130-white-black-silver-prata
6234067398750979457,34,shopify_public_product_js,Tênis Nike Air Force 1 Low Protro Kobe Bryant Siempre Hermanos Marrom,Tênis Nike Air Force 1 Low Protro Kobe Bryant Siempre Hermanos Marrom - Tamanho 34,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-air-force-1-low-protro-kobe-bryant-siempre-hermanos-marrom
11810372920072143991,40,handle_fallback_HTTPError,Calca Saint Studio Wide Alfaiataria Preto,Calca Saint Studio Wide Alfaiataria Preto - Tamanho 40,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,média,https://lksneakers.com.br/collections/roupas/products/calca-saint-studio-wide-alfaiataria-preto
16599698222138562820,34,shopify_public_product_js,Tênis Jordan 4 Retro Toro Bravo 2026 Vermelho,Tênis Jordan 4 Retro Toro Bravo 2026 Vermelho - Tamanho 34,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-jordan-4-retro-toro-bravo-2026-vermelho-1
1863698749035586532,44,shopify_public_product_js,Tênis ASICS Gel-1130 Black Pure Silver Prata,Tênis ASICS Gel-1130 Black Pure Silver Prata - Tamanho 44,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-asics-gel-1130-black-pure-silver-prata
4531110532523186885,39,shopify_public_product_js,Tênis Nike Air Jordan 1 Low SE Repaired Denim Swoosh Azul,Tênis Nike Air Jordan 1 Low SE Repaired Denim Swoosh Azul - Tamanho 39,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-air-jordan-1-low-se-repaired-denim-swoosh-azul
2198938218729451562,37,shopify_public_product_js,Tênis Nike Shox TL Velvet Brown Denim Turquoise Marrom,Tênis Nike Shox TL Velvet Brown Denim Turquoise Marrom - Tamanho 37,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-shox-tl-velvet-brown-denim-turquoise-marrom
14252480804615463970,41,handle_fallback_HTTPError,Bota Timberland 6 Premium Waterproof Boot Supreme Wheat Bege,Bota Timberland 6 Premium Waterproof Boot Supreme Wheat Bege - Tamanho 41,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,média,https://lksneakers.com.br/products/bota-timberland-6-premium-waterproof-boot-supreme-wheat-bege
15031239196158973196,45,handle_fallback_HTTPError,Nike Air Force 1 07 White,Nike Air Force 1 07 White - Tamanho 45,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,média,https://lksneakers.com.br/products/nike-air-force-1-07-white
4086849490768644696,34,shopify_public_product_js,Tênis Nike Mind 002 Grey Football Grey Cinza,Tênis Nike Mind 002 Grey Football Grey Cinza - Tamanho 34,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-mind-002-grey-football-grey-cinza
12475328072847087695,42,handle_fallback_HTTPError,Bota Timberland 6 Premium Waterproof Boot Supreme Black Preto,Bota Timberland 6 Premium Waterproof Boot Supreme Black Preto - Tamanho 42,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,média,https://lksneakers.com.br/products/bota-timberland-6-premium-waterproof-boot-supreme-black-preto
5627606835540697766,M/m,shopify_public_product_js,Camiseta Aimé Leon Dore ALD Golf Swing Coconut Milk Off White,Camiseta Aimé Leon Dore ALD Golf Swing Coconut Milk Off White - M/m,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/camiseta-aime-leon-dore-ald-golf-swing-coconut-milk-off-white
2669418431140851356,Natural,handle_fallback_HTTPError,Bolsa Aime Leon Dore Porsche Canvas Tote Bag,Bolsa Aime Leon Dore Porsche Canvas Tote Bag - Natural,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,média,https://lksneakers.com.br/products/bolsa-aime-leon-dore-porsche-canvas-tote-bag
4467332493483768941,36,shopify_public_product_js,Tenis Nike SB Dunk Low Pro Bluetile Skateboards Azul,Tenis Nike SB Dunk Low Pro Bluetile Skateboards Azul - Tamanho 36,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-sb-dunk-low-pro-bluetile-skateboards-azul
16606924615096196772,G/l,shopify_public_product_js,Moletom Aimé Leon Dore Market Hoodie Pine Groove Verde,Moletom Aimé Leon Dore Market Hoodie Pine Groove Verde - G/l,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/moletom-aime-leon-dore-market-hoodie-pine-groove-verde
15047612723779191692,37,shopify_public_product_js,Tênis Jordan 5 Retro White Metallic (2026) Metalizado,Tênis Jordan 5 Retro White Metallic (2026) Metalizado - Tamanho 37,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-jordan-5-retro-white-metallic-2026-metalizado
8419194273885247483,34,shopify_public_product_js,Tênis ASICS Gel-1130 White Black Silver Prata,Tênis ASICS Gel-1130 White Black Silver Prata - Tamanho 34,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-asics-gel-1130-white-black-silver-prata-1
15690098651674929383,M/m,shopify_public_product_js,Camiseta Nude Project Berry Tee White Branco,Camiseta Nude Project Berry Tee White Branco - M/m,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/camiseta-nude-project-berry-tee-white-branco
16552051163064136080,43,shopify_public_product_js,Tênis ASICS Gel-1130 White Pure Silver Prata,Tênis ASICS Gel-1130 White Pure Silver Prata - Tamanho 43,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-asics-gel-1130-white-pure-silver-prata
5390248129051651686,34,shopify_public_product_js,Tênis ASICS Gel-1130 White Clay Canyon Branco,Tênis ASICS Gel-1130 White Clay Canyon Branco - Tamanho 34,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-asics-gel-1130-white-clay-canyon-branco
12053538457178343768,40,shopify_public_product_js,Tênis On Running x Kith ON K-Tech 2 Spirulina Barley Verde,Tênis On Running x Kith ON K-Tech 2 Spirulina Barley Verde - Tamanho 40,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-on-running-x-kith-on-k-tech-2-spirulina-barley-verde
5328214585182033036,35,shopify_public_product_js,Tênis Nike Kobe 5 Protro Lower Merion Aces Away Prata,Tênis Nike Kobe 5 Protro Lower Merion Aces Away Prata - Tamanho 35,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-kobe-5-protro-lower-merion-aces-away-prata
15014470994320532817,36,shopify_public_product_js,Tênis New Balance 204L Slate Grey Raincloud Cinza,Tênis New Balance 204L Slate Grey Raincloud Cinza - Tamanho 36,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-new-balance-204l-slate-grey-raincloud-cinza
16359969147856982838,M/m,handle_fallback_HTTPError,Top Nude Project Bassa White Branco,Top Nude Project Bassa White Branco - M/m,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,média,https://lksneakers.com.br/products/top-nude-project-bassa-white-branco
8082476657063126648,43,shopify_public_product_js,Tênis ASICS Gel-1130 Black Pure Silver Prata,Tênis ASICS Gel-1130 Black Pure Silver Prata - Tamanho 43,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-asics-gel-1130-black-pure-silver-prata-1
12887836741223739253,34,shopify_public_product_js,Tênis New Balance 990v6 Made in USA Cinza Castlerock,Tênis New Balance 990v6 Made in USA Cinza Castlerock - Tamanho 34,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-new-balance-990v6-made-in-usa-cinza-castlerock
13509922810333178540,L/g,shopify_public_product_js,Camiseta Nude Project Honor Tee Black Preto,Camiseta Nude Project Honor Tee Black Preto - L/g,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/camiseta-nude-project-honor-tee-black-preto
10695397335246538087,42,handle_fallback_HTTPError,Bota Timberland 6 Premium Waterproof Boot Supreme Multi Color Colorido,Bota Timberland 6 Premium Waterproof Boot Supreme Multi Color Colorido - Tamanho 42,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,média,https://lksneakers.com.br/products/bota-timberland-6-premium-waterproof-boot-supreme-multi-color-colorido
9914706510510919523,37,shopify_public_product_js,Tenis Nike SB Dunk Low Pro Muni Lightning Denim Turquoise Turquesa,Tenis Nike SB Dunk Low Pro Muni Lightning Denim Turquoise Turquesa - Tamanho 37,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-sb-dunk-low-pro-muni-lightning-denim-turquoise-turquesa
3256183830573196292,L/g,shopify_public_product_js,Camiseta Saint Studio Oversized Suedine Supima Areia Bege,Camiseta Saint Studio Oversized Suedine Supima Areia Bege - L/g,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/camiseta-saint-studio-oversized-suedine-supima-areia-bege
6577883094469507641,43,shopify_public_product_js,Tênis Nike Kobe 11 Protro Mamba Day Dourado,Tênis Nike Kobe 11 Protro Mamba Day Dourado - Tamanho 43,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-kobe-11-protro-mamba-day-dourado
10310578515087778063,40,shopify_public_product_js,Tênis Nike Vomero Premium Tangerine Tint Laranja,Tênis Nike Vomero Premium Tangerine Tint Laranja - Tamanho 40,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-vomero-premium-tangerine-tint-laranja
2243578831328686793,35,shopify_public_product_js,Tênis Nike Vomero Premium Barely Green Verde,Tênis Nike Vomero Premium Barely Green Verde - Tamanho 35,GMC title atual parece ser só variante/tamanho; usar título público do produto Shopify + tamanho para distinguir variante,GMC ProductInput title/structuredTitle only; não alterar título visível da Shopify nesta etapa,alta,https://lksneakers.com.br/products/tenis-nike-vomero-premium-barely-green-verde
