product_id,offer_id,current_gmc_title,proposed_gmc_title,shopify_product_title,variant_id,variant_sku,size,confidence,source,link,selected_for_apply
online:pt:BR:DR9866001-36,DR9866001-36,Tênis Nike Air Force 1 Low World Champ Lakers Preto,Tênis Nike Air Force 1 Low World Champ Lakers Preto - Tamanho 36,Tênis Nike Air Force 1 Low World Champ Lakers Preto,44265038512350,DR9866001-36,36,alta,shopify_public_product_js,https://lksneakers.com.br/products/nike-air-force-1-low-world-champ-lakers?currency=BRL&country=BR&variant=44265038512350&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:002010763,002010763,Tênis Autry Medalist Low LL15 Branco,Tênis Autry Medalist Low LL15 Branco - Tamanho 38,Tênis Autry Medalist Low LL15 Branco,47543143923934,002010763,38,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-autry-medalist-low-ll15-branco?currency=BRL&country=BR&variant=47543143923934&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:1203A554100-5,1203A554100-5,Tênis Asics GT-2160 x JJJJound White Branco,Tênis Asics GT-2160 x JJJJound White Branco - Tamanho 40,Tênis Asics GT-2160 x JJJJound White Branco,46183178272990,1203A554100-5,40,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-asics-gt-2160-x-jjjound-white-branco?currency=BRL&country=BR&variant=46183178272990&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:1183C102004-2,1183C102004-2,Tênis Onitsuka Tiger Mexico 66 SD Black Classic Red Preto,Tênis Onitsuka Tiger Mexico 66 SD Black Classic Red Preto - Tamanho 35,Tênis Onitsuka Tiger Mexico 66 SD Black Classic Red Preto,46233511887070,1183C102004-2,35,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-sd-black-classic-red-preto?currency=BRL&country=BR&variant=46233511887070&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:DR8867400,DR8867400,Tênis Nike Air Jordan 1 Low SE Craft Inside Out Obsidian Azul,Tênis Nike Air Jordan 1 Low SE Craft Inside Out Obsidian Azul - Tamanho 37,Tênis Nike Air Jordan 1 Low SE Craft Inside Out Obsidian Azul,46704136585438,DR8867400,37,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-air-jordan-1-low-se-craft-inside-out-obsidian-azul?currency=BRL&country=BR&variant=46704136585438&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:a0590u_04-8,a0590u_04-8,Tênis Alo Yoga ALO Runner Espresso Marrom,Tênis Alo Yoga ALO Runner Espresso Marrom - Tamanho 41,Tênis Alo Yoga ALO Runner Espresso Marrom,47433199452382,a0590u_04-8,41,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-alo-yoga-alo-runner-espresso-marrom?currency=BRL&country=BR&variant=47433199452382&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:DD1391401-39.5,DD1391401-39.5,Tênis Nike Dunk Low Racer Blue Azul,Tênis Nike Dunk Low Racer Blue Azul - Tamanho 39.5,Tênis Nike Dunk Low Racer Blue Azul,44265030844638,DD1391401-39.5,39.5,alta,shopify_public_product_js,https://lksneakers.com.br/products/nike-dunk-low-racer-blue?currency=BRL&country=BR&variant=44265030844638&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:FZ8320400-9,FZ8320400-9,Tênis The Powerpuff Girls x Nike SB Dunk Low Bubbles Azul,Tênis The Powerpuff Girls x Nike SB Dunk Low Bubbles Azul - Tamanho 43,Tênis The Powerpuff Girls x Nike SB Dunk Low Bubbles Azul,44631314170078,FZ8320400-9,43,alta,shopify_public_product_js,https://lksneakers.com.br/products/the-powerpuff-girls-x-nike-sb-dunk-low-bubbles?currency=BRL&country=BR&variant=44631314170078&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:43774078388010,43774078388010,Tênis New Balance 9060 Garter Snake Pearl Grey Verde,Tênis New Balance 9060 Garter Snake Pearl Grey Verde - Tamanho 39,Tênis New Balance 9060 Garter Snake Pearl Grey Verde,47460671258846,43774078388010,39,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-new-balance-9060-garter-snake-pearl-grey-verde?currency=BRL&country=BR&variant=47460671258846&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:U204LMMA-11,U204LMMA-11,Tênis New Balance 204L Mushroom Arid Stone Marrom,Tênis New Balance 204L Mushroom Arid Stone Marrom - Tamanho 44,Tênis New Balance 204L Mushroom Arid Stone Marrom,47554946924766,U204LMMA-11,44,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-new-balance-204l-mushroom-arid-stone-marrom?currency=BRL&country=BR&variant=47554946924766&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:HF6061-400-6,HF6061-400-6,Tênis Nike Sb Dunk Low x Futura Skateboard Bleached Aqua Azul,Tênis Nike Sb Dunk Low x Futura Skateboard Bleached Aqua Azul - Tamanho 41,Tênis Nike Sb Dunk Low x Futura Skateboard Bleached Aqua Azul,45389636010206,HF6061-400-6,41,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-nike-sb-dunk-low-x-futura-skateboard-bleached-aqua-azul?currency=BRL&country=BR&variant=45389636010206&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:1183C141-100-4,1183C141-100-4,Tênis Onitsuka Tiger Mexico 66 Slip-On White Branco,Tênis Onitsuka Tiger Mexico 66 Slip-On White Branco - Tamanho 37,Tênis Onitsuka Tiger Mexico 66 Slip-On White Branco,46478597292254,1183C141-100-4,37,alta,shopify_public_product_js,https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-white-branco?variant=46478597292254,True
online:pt:BR:U9060HSA-2,U9060HSA-2,Tênis New Balance 9060 Quartz Grey Cinza,Tênis New Balance 9060 Quartz Grey Cinza - Tamanho 35,Tênis New Balance 9060 Quartz Grey Cinza,47583470289118,U9060HSA-2,35,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-new-balance-9060-quartz-grey-cinza?currency=BRL&country=BR&variant=47583470289118&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:43774078387780,43774078387780,Tênis Adidas Samba Jane Cream Black Gum Bege,Tênis Adidas Samba Jane Cream Black Gum Bege - Tamanho 36,Tênis Adidas Samba Jane Cream Black Gum Bege,47460636786910,43774078387780,36,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-adidas-samba-jane-cream-black-gum-bege?currency=BRL&country=BR&variant=47460636786910&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:HV5992111-5,HV5992111-5,Tênis Nike Air Force 1 Low Valentine's Day (2025) Branco,Tênis Nike Air Force 1 Low Valentine's Day (2025) Branco - Tamanho 38,Tênis Nike Air Force 1 Low Valentine's Day (2025) Branco,46236612264158,HV5992111-5,38,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-nike-air-force-1-low-valentines-day-2025?currency=BRL&country=BR&variant=46236612264158&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:Ih5373-4,Ih5373-4,Tênis adidas Handball Spezial Lucid Blue Pink Azul,Tênis adidas Handball Spezial Lucid Blue Pink Azul - Tamanho 37,Tênis adidas Handball Spezial Lucid Blue Pink Azul,45775355445470,Ih5373-4,37,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-adidas-handball-spezial-lucid-blue-pink-azul?currency=BRL&country=BR&variant=45775355445470&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:1183A872.106-6,1183A872.106-6,Tênis Onitsuka Tiger Mexico 66 SD White/Rose Gold Branco,Tênis Onitsuka Tiger Mexico 66 SD White/Rose Gold Branco - Tamanho 39,Tênis Onitsuka Tiger Mexico 66 SD White/Rose Gold Branco,47422835654878,1183A872.106-6,39,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-sd-white-rose-gold-branco?currency=BRL&country=BR&variant=47422835654878&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:FJ2260-001-3,FJ2260-001-3,Tênis Nike Dunk Low Lx Brown Ostrich Marrom,Tênis Nike Dunk Low Lx Brown Ostrich Marrom - Tamanho 36,Tênis Nike Dunk Low Lx Brown Ostrich Marrom,44837662359774,FJ2260-001-3,36,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-nike-dunk-low-lx-brown-ostrich-marrom?currency=BRL&country=BR&variant=44837662359774&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:FJ2260-001-2,FJ2260-001-2,Tênis Nike Dunk Low Lx Brown Ostrich Marrom,Tênis Nike Dunk Low Lx Brown Ostrich Marrom - Tamanho 35,Tênis Nike Dunk Low Lx Brown Ostrich Marrom,44837662327006,FJ2260-001-2,35,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-nike-dunk-low-lx-brown-ostrich-marrom?currency=BRL&country=BR&variant=44837662327006&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:JQ4774-6,JQ4774-6,Tênis adidas Taekwondo Cloud White Branco,Tênis adidas Taekwondo Cloud White Branco - Tamanho 39,Tênis adidas Taekwondo Cloud White Branco,46193709711582,JQ4774-6,39,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-adidas-taekwondo-cloud-white-branco?currency=BRL&country=BR&variant=46193709711582&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:JI1349-5,JI1349-5,Tênis adidas Sambae Cloud White Silver Metallic Gold Branco,Tênis adidas Sambae Cloud White Silver Metallic Gold Branco - Tamanho 38,Tênis adidas Sambae Cloud White Silver Metallic Gold Branco,45502414815454,JI1349-5,38,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-adidas-sambae-cloud-white-silver-metallic-gold-branco?currency=BRL&country=BR&variant=45502414815454&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:IG5929-7,IG5929-7,Tênis adidas Gazelle Indoor Collegiate Green Verde,Tênis adidas Gazelle Indoor Collegiate Green Verde - Tamanho 35.5,Tênis adidas Gazelle Indoor Collegiate Green Verde,45404008644830,IG5929-7,35.5,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-adidas-gazelle-indoor-collegiate-green-verde?currency=BRL&country=BR&variant=45404008644830&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:ALO-2441950-43,ALO-2441950-43,Tênis Alo Yoga Alo Runner Pink Rosa,Tênis Alo Yoga Alo Runner Pink Rosa - Tamanho 43,Tênis Alo Yoga Alo Runner Pink Rosa,47901027795166,ALO-2441950-43,43,alta,shopify_public_product_js,https://lksneakers.com.br/products/alo-runner-sweet-pink-rosa?currency=BRL&country=BR&variant=47901027795166&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:DX5549400-38,DX5549400-38,Tênis Why So Sad? x Nike SB Dunk Low The Predatory Bird Azul,Tênis Why So Sad? x Nike SB Dunk Low The Predatory Bird Azul - Tamanho 38,Tênis Why So Sad? x Nike SB Dunk Low The Predatory Bird Azul,44265071116510,DX5549400-38,38,alta,shopify_public_product_js,https://lksneakers.com.br/products/why-so-sad-x-nike-sb-dunk-low-the-predatory-bird?currency=BRL&country=BR&variant=44265071116510&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:CZ0790-110-6,CZ0790-110-6,Tênis Nike Air Jordan 1 Low Og Barrons Cinza,Tênis Nike Air Jordan 1 Low Og Barrons Cinza - Tamanho 40,Tênis Nike Air Jordan 1 Low Og Barrons Cinza,45813403156702,CZ0790-110-6,40,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-air-jordan-1-low-og-barrons-cinza?currency=BRL&country=BR&variant=45813403156702&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:HV0823-100-2,HV0823-100-2,Tênis Nike Air Jordan 4 Retro Forget Me Not Azul,Tênis Nike Air Jordan 4 Retro Forget Me Not Azul - Tamanho 35,Tênis Nike Air Jordan 4 Retro Forget Me Not Azul,46676035698910,HV0823-100-2,35,alta,shopify_public_product_js,https://www.lksneakers.com.br/products/tenis-air-jordan-4-retro-forget-me-not-azul?variant=46676035698910,True
online:pt:BR:IH3264,IH3264,Tênis adidas Samba x Wales Bonner Wonder White Marrom,Tênis adidas Samba x Wales Bonner Wonder White Marrom - Tamanho 37,Tênis adidas Samba x Wales Bonner Wonder White Marrom,47044807393502,IH3264,37,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-adidas-samba-x-wales-bonner-wonder-white-marrom?currency=BRL&country=BR&variant=47044807393502&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:DV0426-012-9,DV0426-012-9,Tênis Nike Air Jordan 1 Low SE 'Light Steel Grey' Cinza,Tênis Nike Air Jordan 1 Low SE 'Light Steel Grey' Cinza - Tamanho 40.5,Tênis Nike Air Jordan 1 Low SE 'Light Steel Grey' Cinza,44703696027870,DV0426-012-9,40.5,alta,shopify_public_product_js,https://lksneakers.com.br/products/wmns-air-jordan-1-low-se-light-steel-grey?currency=BRL&country=BR&variant=44703696027870&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:NB-8518238-43,NB-8518238-43,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,Tênis New Balance 204L Silver Metallic Double Bubble Prateado - Tamanho 43,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,47856398303454,NB-8518238-43,43,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-new-balance-204l-silver-metallic-double-bubble-prateado?currency=BRL&country=BR&variant=47856398303454&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:U9060NRI-11,U9060NRI-11,Tênis New Balance 9060 Triple Black Preto,Tênis New Balance 9060 Triple Black Preto - Tamanho 44,Tênis New Balance 9060 Triple Black Preto,45736544043230,U9060NRI-11,44,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-new-balance-9060-triple-black-preto?currency=BRL&country=BR&variant=45736544043230&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:DV0788-001-2,DV0788-001-2,Tênis Air Force 1 Low '07 Panda Preto,Tênis Air Force 1 Low '07 Panda Preto - Tamanho 39,Tênis Air Force 1 Low '07 Panda Preto,45794273493214,DV0788-001-2,39,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-air-force-1-low-07-panda-preto?currency=BRL&country=BR&variant=45794273493214&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:CZ0790-110-2,CZ0790-110-2,Tênis Nike Air Jordan 1 Low Og Barrons Cinza,Tênis Nike Air Jordan 1 Low Og Barrons Cinza - Tamanho 36,Tênis Nike Air Jordan 1 Low Og Barrons Cinza,45813403025630,CZ0790-110-2,36,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-air-jordan-1-low-og-barrons-cinza?currency=BRL&country=BR&variant=45813403025630&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:DQ8426-104-5,DQ8426-104-5,Tênis Nike Air Jordan 1 Mid Wolf Grey Midnight Navy Cinza,Tênis Nike Air Jordan 1 Mid Wolf Grey Midnight Navy Cinza - Tamanho 42,Tênis Nike Air Jordan 1 Mid Wolf Grey Midnight Navy Cinza,45775586656478,DQ8426-104-5,42,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-air-jordan-1-mid-wolf-grey-midnight-navy-cinza?currency=BRL&country=BR&variant=45775586656478&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:DV5464500-12,DV5464500-12,Tênis Nike SB Dunk Low Pro ISO Orange Label Court Purple Roxo,Tênis Nike SB Dunk Low Pro ISO Orange Label Court Purple Roxo - Tamanho 40.5,Tênis Nike SB Dunk Low Pro ISO Orange Label Court Purple Roxo,44320948093150,DV5464500-12,40.5,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-nike-sb-dunk-low-pro-iso-orange-label-court-purple-roxo?currency=BRL&country=BR&variant=44320948093150&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:DX5930001-34,DX5930001-34,Tênis Nike Dunk Low Phantom Metallic Gold Dourado,Tênis Nike Dunk Low Phantom Metallic Gold Dourado - Tamanho 34,Tênis Nike Dunk Low Phantom Metallic Gold Dourado,44266646864094,DX5930001-34,34,alta,shopify_public_product_js,https://lksneakers.com.br/products/nike-dunk-low-phantom-metallic-gold?currency=BRL&country=BR&variant=44266646864094&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:JH5439-8,JH5439-8,Tênis Adidas Handball Spezial Bordô,Tênis Adidas Handball Spezial Bordô - Tamanho 41,Tênis Adidas Handball Spezial Bordô,46646626812126,JH5439-8,41,alta,shopify_public_product_js,https://www.lksneakers.com.br/products/tenis-adidas-handball-spezial-bordo?variant=46646626812126,True
online:pt:BR:001010845,001010845,Tênis Autry Medalist Low LS75 Branco,Tênis Autry Medalist Low LS75 Branco - Tamanho 38,Tênis Autry Medalist Low LS75 Branco,47543139172574,001010845,38,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-autry-medalist-low-ls75-branco?currency=BRL&country=BR&variant=47543139172574&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:Ih5373-2,Ih5373-2,Tênis adidas Handball Spezial Lucid Blue Pink Azul,Tênis adidas Handball Spezial Lucid Blue Pink Azul - Tamanho 35,Tênis adidas Handball Spezial Lucid Blue Pink Azul,45775355379934,Ih5373-2,35,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-adidas-handball-spezial-lucid-blue-pink-azul?currency=BRL&country=BR&variant=45775355379934&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:HM5973-610,HM5973-610,Tênis Nike Vomero Premium Particle Rose Burgundy Rosa,Tênis Nike Vomero Premium Particle Rose Burgundy Rosa - Tamanho 37,Tênis Nike Vomero Premium Particle Rose Burgundy Rosa,47910936084702,HM5973-610,37,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-nike-vomero-premium-particle-rose-burgundy-rosa?currency=BRL&country=BR&variant=47910936084702&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:FZ8320400-10,FZ8320400-10,Tênis The Powerpuff Girls x Nike SB Dunk Low Bubbles Azul,Tênis The Powerpuff Girls x Nike SB Dunk Low Bubbles Azul - Tamanho 40.5,Tênis The Powerpuff Girls x Nike SB Dunk Low Bubbles Azul,44631314039006,FZ8320400-10,40.5,alta,shopify_public_product_js,https://lksneakers.com.br/products/the-powerpuff-girls-x-nike-sb-dunk-low-bubbles?currency=BRL&country=BR&variant=44631314039006&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:DD1873102-4,DD1873102-4,Tênis Nike Dunk Low Next Nature Black White Preto,Tênis Nike Dunk Low Next Nature Black White Preto - Tamanho 37,Tênis Nike Dunk Low Next Nature Black White Preto,44265093234910,DD1873102-4,37,alta,shopify_public_product_js,https://lksneakers.com.br/products/nike-dunk-low-next-nature-black-white?currency=BRL&country=BR&variant=44265093234910&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:1182A678.750-4,1182A678.750-4,Tênis Onitsuka Tiger Mexico 66 TGRS Yellow/Black Amarelo,Tênis Onitsuka Tiger Mexico 66 TGRS Yellow/Black Amarelo - Tamanho 37,Tênis Onitsuka Tiger Mexico 66 TGRS Yellow/Black Amarelo,47783906050270,1182A678.750-4,37,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-tgrs-yellow-black-amarelo?currency=BRL&country=BR&variant=47783906050270&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:43774078390070,43774078390070,Tênis Nike Air Jordan 1 Retro Low Fragment Design x Travis Scott Couro Branco Preto Azul,Tênis Nike Air Jordan 1 Retro Low Fragment Design x Travis Scott Couro Branco Preto Azul - Tamanho 41,Tênis Nike Air Jordan 1 Retro Low Fragment Design x Travis Scott Couro Branco Preto Azul,47447162945758,43774078390070,41,alta,shopify_public_product_js,https://www.lksneakers.com.br/products/tenis-air-jordan-1-retro-low-fragment-design-x-travis-scott-couro-branco-preto-azul?variant=47447162945758,True
online:pt:BR:553558612-9,553558612-9,Tênis Nike Air Jordan 1 Low Bred Toe Vermelho,Tênis Nike Air Jordan 1 Low Bred Toe Vermelho - Tamanho 43,Tênis Nike Air Jordan 1 Low Bred Toe Vermelho,44515718136030,553558612-9,43,alta,shopify_public_product_js,https://lksneakers.com.br/products/air-jordan-1-low-bred-toe-1?currency=BRL&country=BR&variant=44515718136030&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:BQ6817600-2,BQ6817600-2,Tênis Nike SB Dunk Low Pro Chicago Vermelho,Tênis Nike SB Dunk Low Pro Chicago Vermelho - Tamanho 37,Tênis Nike SB Dunk Low Pro Chicago Vermelho,44265059614942,BQ6817600-2,37,alta,shopify_public_product_js,https://lksneakers.com.br/products/nike-sb-dunk-low-pro-chicago?currency=BRL&country=BR&variant=44265059614942&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:U9060CCB-6,U9060CCB-6,Tênis New Balance 9060 Bisque Sea Salt Bege,Tênis New Balance 9060 Bisque Sea Salt Bege - Tamanho 39,Tênis New Balance 9060 Bisque Sea Salt Bege,47542843506910,U9060CCB-6,39,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-new-balance-9060-bisque-sea-salt-bege?currency=BRL&country=BR&variant=47542843506910&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:DR5415-100-40,DR5415-100-40,Tênis Nike SB Air Jordan 4 x Retro SP Navy Branco,Tênis Nike SB Air Jordan 4 x Retro SP Navy Branco - Tamanho 40,Tênis Nike SB Air Jordan 4 x Retro SP Navy Branco,47960852922590,DR5415-100-40,40,alta,shopify_public_product_js,https://www.lksneakers.com.br/products/tenis-nike-sb-air-jordan-4-x-retro-sp-navy-branco?variant=47960852922590,True
online:pt:BR:1184A049.250-1,1184A049.250-1,Tênis Onitsuka Tiger Mexico 66 Kids Beige Grass/Green Marrom,Tênis Onitsuka Tiger Mexico 66 Kids Beige Grass/Green Marrom - Tamanho 25,Tênis Onitsuka Tiger Mexico 66 Kids Beige Grass/Green Marrom,47380175225054,1184A049.250-1,25,alta,shopify_public_product_js,https://lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-kids-beige-grass-green-marrom?currency=BRL&country=BR&variant=47380175225054&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
online:pt:BR:JH5439-6,JH5439-6,Tênis Adidas Handball Spezial Bordô,Tênis Adidas Handball Spezial Bordô - Tamanho 39,Tênis Adidas Handball Spezial Bordô,46646626746590,JH5439-6,39,alta,shopify_public_product_js,https://www.lksneakers.com.br/products/tenis-adidas-handball-spezial-bordo?variant=46646626746590,True
online:pt:BR:DQ5130400-37,DQ5130400-37,Tênis Fly Streetwear x Dunk Low Pro SB 'Gardenia' Azul,Tênis Fly Streetwear x Dunk Low Pro SB 'Gardenia' Azul - Tamanho 37,Tênis Fly Streetwear x Dunk Low Pro SB 'Gardenia' Azul,44266645225694,DQ5130400-37,37,alta,shopify_public_product_js,https://lksneakers.com.br/products/fly-streetwear-x-dunk-low-pro-sb-gardenia?currency=BRL&country=BR&variant=44266645225694&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=789476af598e,True
